layer_idx,layer_name,behavioral_pc1_alignment_mean,behavioral_pc1_ratio_mean,contrastive_mean_alignment_mean,contrastive_mean_ratio_mean,raw_pc1_alignment,raw_pc1_ratio,raw_mean_dir_alignment,raw_mean_dir_ratio,random_baseline
0,model.layers.0,0.15606510043144226,4.946478724955221,0.1642870455980301,5.208074799221365,0.13786306977272034,4.383407523074185,0.604629635810852,19.224423905954033,0.031459339708089826
1,model.layers.1,0.2916372358798981,9.260096585412773,0.2696478173136711,8.51966211642207,0.193364217877388,6.105959588751183,0.6155006885528564,19.43597617184454,0.03167518489062786
2,model.layers.2,0.11454415768384933,3.6710785459945208,0.11531695201992989,3.708864731089676,0.09384429454803467,3.0049910584088884,0.5747853517532349,18.405219527104975,0.03124382682144642
3,model.layers.3,0.08891983404755592,2.784698712107876,0.12706033885478973,3.9853351943019746,0.034370020031929016,1.08391785174693,0.4838116466999054,15.257834596952183,0.03173627331852913
4,model.layers.4,0.1238835722208023,3.993839939412095,0.16556517630815507,5.367953928751917,0.05885059013962746,1.901986139780659,0.58506178855896,18.908551471009407,0.030952098220586775
5,model.layers.5,0.19726965427398682,6.289332601734455,0.14151568934321404,4.511264194930133,0.11363936960697174,3.6204525787162867,0.5935131907463074,18.90881979873085,0.031389403715729715
6,model.layers.6,0.17540043145418166,5.551584255034584,0.11797099262475967,3.727064185316516,0.1038229763507843,3.2811410004235553,0.586784839630127,18.544293983947476,0.0316491462290287
7,model.layers.7,0.17851051352918149,5.6555880490273305,0.13395247757434844,4.216979710810835,0.09283974766731262,2.9212977256160686,0.5894104242324829,18.54640253800461,0.03179649226367474
8,model.layers.8,0.12176073119044303,3.829784740397403,0.12609501481056212,3.9497733127601995,0.09297141432762146,2.9247971425197075,0.6813480257987976,21.434596572827573,0.03179575130343437
9,model.layers.9,0.17434486746788025,5.564566031916783,0.14101389348506926,4.468919200025232,0.04247073084115982,1.3540468025451227,0.6641563773155212,21.17455483536188,0.03138238452374935
10,model.layers.10,0.16610421240329742,5.266123827001687,0.18401322066783904,5.858499139650158,0.11043474823236465,3.522785190584627,0.7007313966751099,22.352803137566422,0.03135910332202911
11,model.layers.11,0.1858654223382473,6.033388985244656,0.20621252357959746,6.602431064950241,0.1497441530227661,4.804049179104581,0.7214492559432983,23.145329121819426,0.031182403862476348
12,model.layers.12,0.1935744047164917,6.181811815157628,0.18457989096641542,5.830534938856947,0.17602960765361786,5.584811171166318,0.7030917406082153,22.306671358548755,0.03152678348124027
13,model.layers.13,0.18659186959266663,6.018646282930212,0.21908030658960342,7.030073652511939,0.26225265860557556,8.408155612268287,0.7408697009086609,23.753230059808615,0.031195477396249772
14,model.layers.14,0.13983053490519523,4.391105040030829,0.20055423229932784,6.319990355518722,0.1529754400253296,4.807197109951346,0.6883057355880737,21.629755353761695,0.03183843679726124
15,model.layers.15,0.16581235751509665,5.314919880211927,0.19397777318954468,6.2209587613912305,0.1650073230266571,5.308850743403562,0.7334818840026855,23.598624435181172,0.031087812408804892
16,model.layers.16,0.1349293500185013,4.348433668638095,0.13235112726688386,4.240479342927141,0.19541220366954803,6.274308082849018,0.6551885604858398,21.036838046195836,0.03115035258233547
17,model.layers.17,0.17544690296053886,5.5459157426434045,0.13091297894716264,4.112647871683409,0.12952375411987305,4.081504152844486,0.6443625688552856,20.30491255130219,0.03173639103770256
18,model.layers.18,0.18348928838968276,5.942682727084879,0.1773753806948662,5.622207318108956,0.14261631667613983,4.5725822911767064,0.6739972233772278,21.609783787331505,0.031206118315458296
19,model.layers.19,0.17469786554574968,5.5114447553315555,0.1607568383216858,5.085010332591496,0.14978544414043427,4.729328762827606,0.5547202825546265,17.514749865479455,0.031678345426917075
20,model.layers.20,0.18140966594219207,5.831629767450738,0.1368992492556572,4.382362134341838,0.12624409794807434,4.049356226753913,0.5404422879219055,17.33501509668857,0.03119863197207451
21,model.layers.21,0.12089708894491195,3.868980933256857,0.08743973895907402,2.7941065204098634,0.07375705987215042,2.3595093386905353,0.41969650983810425,13.426210807417846,0.03126915618777275
22,model.layers.22,0.1020235389471054,3.2295810289889957,0.1324528396129608,4.225950609929715,0.15227048099040985,4.826801706227463,0.4412633776664734,13.987549066390418,0.03155501857399941
23,model.layers.23,0.10141538679599763,3.2492927017653193,0.08959765136241912,2.8741260475199804,0.16630534827709198,5.332054114791083,0.4102390706539154,13.153016107958743,0.031191451847553252
24,model.layers.24,0.10697140544652939,3.403845247292351,0.0994214192032814,3.1497013519979964,0.17018093168735504,5.409206850766479,0.4168870449066162,13.25076926625039,0.03146352134644985
25,model.layers.25,0.022559164837002755,0.7082087604103601,0.03263726979494095,1.0220365876250477,0.022603299468755722,0.7098138889702603,0.01708528771996498,0.536531161631854,0.03184657171368599
26,model.layers.26,0.08460404202342034,2.702893190795703,0.061146270483732224,1.9452214204824525,0.10650742799043655,3.400367064150349,0.28676941990852356,9.15542989687069,0.031344324722886084
27,model.layers.27,0.4182098269462585,13.453112300846403,0.2389644965529442,7.724874590772484,0.38061919808387756,12.247045716909781,0.2609672546386719,8.397048583639563,0.0310871884226799
