method,alpha,pair_idx,cos_pos,cos_neg,correct
none,0.0,34,0.26193681359291077,0.2474653720855713,1
none,0.0,6,0.18985998630523682,0.212874174118042,0
none,0.0,8,0.04591645672917366,0.0873199850320816,0
none,0.0,14,0.061227597296237946,0.173689067363739,0
none,0.0,15,0.1296422779560089,0.25883036851882935,0
none,0.0,17,0.043049827218055725,0.07777559757232666,0
none,0.0,1,0.19044174253940582,0.2146236002445221,0
none,0.0,7,0.05690454691648483,0.15767213702201843,0
none,0.0,40,0.11032641679048538,0.18381768465042114,0
raw_addition,1.0,34,0.08184836804866791,0.09248568117618561,0
raw_addition,1.0,6,0.15617042779922485,0.14768743515014648,1
raw_addition,1.0,8,0.1029975563287735,0.10611025989055634,0
raw_addition,1.0,14,0.12746746838092804,0.13613030314445496,0
raw_addition,1.0,15,0.1769518256187439,0.09085238724946976,1
raw_addition,1.0,17,0.062078118324279785,0.09704184532165527,0
raw_addition,1.0,1,0.15864995121955872,0.16067349910736084,0
raw_addition,1.0,7,0.1203671395778656,0.10861477255821228,1
raw_addition,1.0,40,0.15442687273025513,0.10585518181324005,1
pca_uncalibrated,1.0,34,0.172977477312088,0.18462088704109192,0
pca_uncalibrated,1.0,6,0.14786170423030853,0.17609551548957825,0
pca_uncalibrated,1.0,8,0.15878519415855408,0.1528775990009308,1
pca_uncalibrated,1.0,14,0.1474495828151703,0.1867092102766037,0
pca_uncalibrated,1.0,15,0.29441559314727783,0.21852031350135803,1
pca_uncalibrated,1.0,17,0.08337531238794327,0.12636955082416534,0
pca_uncalibrated,1.0,1,0.18870621919631958,0.18143948912620544,1
pca_uncalibrated,1.0,7,0.10822337865829468,0.1246197521686554,0
pca_uncalibrated,1.0,40,0.2590191960334778,0.2293546348810196,1
pca_k_calibrated,1.0,34,0.2216610610485077,0.14190316200256348,1
pca_k_calibrated,1.0,6,0.1525748074054718,0.26722216606140137,0
pca_k_calibrated,1.0,8,0.1513848751783371,0.19357982277870178,0
pca_k_calibrated,1.0,14,0.06689415872097015,0.08440398424863815,0
pca_k_calibrated,1.0,15,0.09412631392478943,0.11378920078277588,0
pca_k_calibrated,1.0,17,0.08126875758171082,0.05937781557440758,1
pca_k_calibrated,1.0,1,0.13043950498104095,0.13650070130825043,0
pca_k_calibrated,1.0,7,0.07336726784706116,0.12712755799293518,0
pca_k_calibrated,1.0,40,0.24235153198242188,0.3216498792171478,0
