method,alpha,accuracy,mean_cosine_shift,kl_divergence
none,0.0,0.36363636363636365,-0.021733480420979587,
raw_addition,1.0,0.7272727272727273,0.026394906707785347,
pca_uncalibrated,1.0,0.45454545454545453,-0.05962479927323081,
pca_k_calibrated,1.0,0.7272727272727273,0.03570644760673696,
