layer_idx,layer_name,raw_pc1_alignment,raw_pc1_ratio,raw_mean_dir_alignment,raw_mean_dir_ratio,random_baseline,behavioral_pc1_alignment,behavioral_pc1_ratio,contrastive_mean_alignment,contrastive_mean_ratio
0,model.layers.0,0.13786306977272034,4.3947930385884595,0.604629635810852,19.27435765623439,0.031369637697935104,0.13553330302238464,4.320524833819845,0.24812793731689453,7.909811767555597
1,model.layers.1,0.193364217877388,5.9856736304008855,0.6155006885528564,19.05309204260614,0.03230450302362442,0.06777532398700714,2.0980146897609933,0.3443887531757355,10.660703935398065
2,model.layers.2,0.09384429454803467,3.0619084369066485,0.5747853517532349,18.753831827706385,0.030648954212665558,0.11594583839178085,3.7830274339618173,0.15688595175743103,5.118802604161806
3,model.layers.3,0.034370020031929016,1.0879333462210734,0.4838116466999054,15.314358945557304,0.031592026352882385,0.11813913285732269,3.7395236316337246,0.2348102480173111,7.432579283199676
4,model.layers.4,0.05885059013962746,1.9158110578032044,0.58506178855896,19.04599157561602,0.0307183675467968,0.1153055876493454,3.7536364430841185,0.23650337755680084,7.69908653177685
5,model.layers.5,0.11363936960697174,3.6170833296136546,0.5935131907463074,18.891222958901146,0.03141740337014198,0.18308882415294647,5.827624140934691,0.2872803211212158,9.143986490310992
6,model.layers.6,0.1038229763507843,3.28453827730756,0.586784839630127,18.563494652639775,0.031609609723091125,0.34710192680358887,10.980898494584357,0.1565765142440796,4.953446457020077
7,model.layers.7,0.09283974766731262,2.9900726000237796,0.5894104242324829,18.983032633623203,0.031049327924847603,0.37897565960884094,12.205599049374657,0.10376666486263275,3.3419938032732235
8,model.layers.8,0.09297141432762146,2.919858656196394,0.6813480257987976,21.398404503134337,0.03184106573462486,0.3532646894454956,11.094624824907193,0.09407617896795273,2.95455487568988
9,model.layers.9,0.04247073084115982,1.3497979133391957,0.6641563773155212,21.108110797156428,0.031464509665966034,0.38780874013900757,12.325274791528399,0.1112179160118103,3.5347098574811304
10,model.layers.10,0.11043474823236465,3.5387135096320166,0.7007313966751099,22.45387162761522,0.031207596883177757,0.40997299551963806,13.136960975155066,0.16772326827049255,5.374436984812043
11,model.layers.11,0.1497441530227661,4.846437224020929,0.7214492559432983,23.34954960621551,0.030897779390215874,0.5214858055114746,16.877775650079023,0.16425170004367828,5.315970855165066
12,model.layers.12,0.17602960765361786,5.716001807926536,0.7030917406082153,22.830668738198344,0.030795931816101074,0.5004783868789673,16.2514443016742,0.1060476154088974,3.443559123283072
13,model.layers.13,0.26225265860557556,8.583110131825846,0.7408697009086609,24.24748054049553,0.030554501339793205,0.44134601950645447,14.444549434917798,0.176917165517807,5.790215908291714
14,model.layers.14,0.1529754400253296,4.818052560505311,0.6883057355880737,21.67859893857145,0.03175047039985657,0.3582089841365814,11.282005222076785,0.2243506759405136,7.066058110290832
15,model.layers.15,0.1650073230266571,5.267877407332759,0.7334818840026855,23.41649191412795,0.031323302537202835,0.3994114398956299,12.75125528893359,0.14886991679668427,4.752688892468535
16,model.layers.16,0.19541220366954803,6.279205812508136,0.6551885604858398,21.053259417966622,0.031120527535676956,0.3059144914150238,9.82999022861452,0.04585571587085724,1.4734876953740579
17,model.layers.17,0.12952375411987305,4.133360084479461,0.6443625688552856,20.56288856153868,0.031336188316345215,0.37705671787261963,12.032628283744243,0.06906633079051971,2.204043704653461
18,model.layers.18,0.14261631667613983,4.703822713161788,0.6739972233772278,22.23001912978303,0.03031923621892929,0.4018471837043762,13.253868519274288,0.0801660567522049,2.644065751830808
19,model.layers.19,0.14978544414043427,4.713318549966783,0.5547202825546265,17.45545712276416,0.03177918866276741,0.30504199862480164,9.598797258892656,0.0873948186635971,2.7500644160851317
20,model.layers.20,0.12624409794807434,4.09737301667964,0.5404422879219055,17.540571667078094,0.03081098385155201,0.2478809803724289,8.04521444435239,0.11346660554409027,3.682667272428156
21,model.layers.21,0.07375705987215042,2.3303921498154745,0.41969650983810425,13.260526565552151,0.03165006265044212,0.10999862849712372,3.475463105287851,0.044130828231573105,1.3943361605516593
22,model.layers.22,0.15227048099040985,4.824319496660916,0.4412633776664734,13.980355891651058,0.03156309947371483,0.03309405595064163,1.0485045972654605,0.1189347356557846,3.7681575596425096
23,model.layers.23,0.16630534827709198,5.397507544960048,0.4102390706539154,13.314475463546561,0.030811507254838943,0.0349930077791214,1.1357122634081294,0.05997136980295181,1.9463951360944272
24,model.layers.24,0.17018093168735504,5.394440068959538,0.4168870449066162,13.214595530631255,0.03154746815562248,0.027851581573486328,0.8828467803897524,0.05711884796619415,1.8105683116585047
25,model.layers.25,0.022603299468755722,0.7195545063357349,0.01708528771996498,0.5438938588561801,0.03141290694475174,0.01663186401128769,0.529459547028865,0.02057948149740696,0.6551281891380973
26,model.layers.26,0.10650742799043655,3.4968507726052334,0.28676941990852356,9.41521062415212,0.030458098277449608,0.03141344338655472,1.0313658478949284,0.04834023118019104,1.5871059694122445
27,model.layers.27,0.38061919808387756,11.990706713730814,0.2609672546386719,8.221292641077552,0.031742848455905914,0.4212414622306824,13.270436317187912,0.12443926185369492,3.920229720603812
