method,alpha,pair_idx,cos_pos,cos_neg,correct
none,0.0,34,0.6325922608375549,0.6536155939102173,0
none,0.0,6,0.6257222890853882,0.6111055612564087,1
none,0.0,8,0.5671734809875488,0.588204562664032,0
none,0.0,14,0.6397033333778381,0.6728475689888,0
none,0.0,15,0.5079202055931091,0.6082297563552856,0
none,0.0,17,0.40318694710731506,0.4526810646057129,0
none,0.0,1,0.4907202422618866,0.42771366238594055,1
none,0.0,7,0.6934049129486084,0.6692532896995544,1
none,0.0,40,0.610337495803833,0.6890772581100464,0
raw_addition,1.0,34,0.5818483829498291,0.5992794036865234,0
raw_addition,1.0,6,0.5641482472419739,0.5406368970870972,1
raw_addition,1.0,8,0.5091924667358398,0.5060248970985413,1
raw_addition,1.0,14,0.4717196822166443,0.47226637601852417,0
raw_addition,1.0,15,0.5614683628082275,0.5430312752723694,1
raw_addition,1.0,17,0.5020266771316528,0.5623464584350586,0
raw_addition,1.0,1,0.5548527240753174,0.4937041997909546,1
raw_addition,1.0,7,0.5335561633110046,0.5979140400886536,0
raw_addition,1.0,40,0.46119925379753113,0.4918036162853241,0
pca_uncalibrated,1.0,34,0.5168119668960571,0.5470675826072693,0
pca_uncalibrated,1.0,6,0.5258364677429199,0.4956432580947876,1
pca_uncalibrated,1.0,8,0.4962212145328522,0.49797964096069336,0
pca_uncalibrated,1.0,14,0.5063795447349548,0.5037404298782349,1
pca_uncalibrated,1.0,15,0.5267862677574158,0.5129548907279968,1
pca_uncalibrated,1.0,17,0.4539679288864136,0.5247123837471008,0
pca_uncalibrated,1.0,1,0.5458244681358337,0.45676591992378235,1
pca_uncalibrated,1.0,7,0.541418194770813,0.5815033912658691,0
pca_uncalibrated,1.0,40,0.4410061538219452,0.46885937452316284,0
pca_k_calibrated,1.0,34,0.5015754103660583,0.5054260492324829,0
pca_k_calibrated,1.0,6,0.45492780208587646,0.4682508409023285,0
pca_k_calibrated,1.0,8,0.4750610888004303,0.4964151978492737,0
pca_k_calibrated,1.0,14,0.402629017829895,0.41277992725372314,0
pca_k_calibrated,1.0,15,0.4873112142086029,0.49839600920677185,0
pca_k_calibrated,1.0,17,0.3936275243759155,0.47852152585983276,0
pca_k_calibrated,1.0,1,0.48600107431411743,0.42324066162109375,1
pca_k_calibrated,1.0,7,0.4262368381023407,0.4490698575973511,0
pca_k_calibrated,1.0,40,0.2990536093711853,0.31393444538116455,0
