layer_idx,layer_name,mean_max_alignment,random_baseline_alignment,alignment_ratio
0,model.layers.0.mlp.down_proj,0.18564632534980774,0.0389605350792408,4.764983853718712
1,model.layers.1.mlp.down_proj,0.16751769185066223,0.022469408810138702,7.455366797176599
2,model.layers.2.mlp.down_proj,0.18718451261520386,0.03348221629858017,5.590565013839197
3,model.layers.3.mlp.down_proj,0.15462003648281097,0.03341831639409065,4.626804954283916
4,model.layers.4.mlp.down_proj,0.1864486187696457,0.02841714583337307,6.561130850430087
5,model.layers.5.mlp.down_proj,0.11870671808719635,0.028406161814928055,4.178907192097533
6,model.layers.6.mlp.down_proj,0.11132179200649261,0.03262188285589218,3.412488147473605
7,model.layers.7.mlp.down_proj,0.11360438168048859,0.028676578775048256,3.961573610648532
8,model.layers.8.mlp.down_proj,0.14068610966205597,0.028731852769851685,4.896520453883063
9,model.layers.9.mlp.down_proj,0.11476930230855942,0.023073136806488037,4.9741523355478305
10,model.layers.10.mlp.down_proj,0.12010753154754639,0.02660105563700199,4.5151413790261685
11,model.layers.11.mlp.down_proj,0.11629341542720795,0.02645842730998993,4.395325907673017
12,model.layers.12.mlp.down_proj,0.09404806792736053,0.03227595239877701,2.9138742011854615
13,model.layers.13.mlp.down_proj,0.08833955228328705,0.024227257817983627,3.646287553493818
14,model.layers.14.mlp.down_proj,0.13147428631782532,0.031708505004644394,4.146341246685292
15,model.layers.15.mlp.down_proj,0.08336250483989716,0.032228849828243256,2.586580119910565
16,model.layers.16.mlp.down_proj,0.06838025897741318,0.0312461256980896,2.188439534862219
17,model.layers.17.mlp.down_proj,0.09296409785747528,0.032352324575185776,2.873490427803395
18,model.layers.18.mlp.down_proj,0.11438997089862823,0.02823534607887268,4.051303870254934
19,model.layers.19.mlp.down_proj,0.11911095678806305,0.024080568924546242,4.946351235094678
20,model.layers.20.mlp.down_proj,0.12532421946525574,0.028466617688536644,4.4024975651823075
21,model.layers.21.mlp.down_proj,0.13135001063346863,0.039217304438352585,3.3492869835216883
22,model.layers.22.mlp.down_proj,0.1116250529885292,0.027483263984322548,4.06156448486758
23,model.layers.23.mlp.down_proj,0.028833961114287376,0.025003915652632713,1.1531777806998644
24,model.layers.24.mlp.down_proj,0.02564169093966484,0.029940050095319748,0.8564344415455313
25,model.layers.25.mlp.down_proj,0.03436265140771866,0.032058633863925934,1.0718688288996774
26,model.layers.26.mlp.down_proj,0.02011638879776001,0.029253464192152023,0.6876583223773687
27,model.layers.27.mlp.down_proj,0.026357227936387062,0.0289391428232193,0.9107811930233873
28,model.layers.28.mlp.down_proj,0.025927653536200523,0.030424246564507484,0.8522036077055649
29,model.layers.29.mlp.down_proj,0.13400909304618835,0.03306608647108078,4.052765334374415
30,model.layers.30.mlp.down_proj,0.15059784054756165,0.037776459008455276,3.9865524856975547
31,model.layers.31.mlp.down_proj,0.3558512330055237,0.030635470524430275,11.615660386416769
