method,alpha,pair_idx,cos_pos,cos_neg,correct
none,0.0,34,0.1442226618528366,0.22402405738830566,0
none,0.0,6,0.11296233534812927,0.20026861131191254,0
none,0.0,8,0.12005572021007538,0.11885692179203033,1
none,0.0,14,0.14433017373085022,0.12264958769083023,1
none,0.0,15,0.10027166455984116,0.07120602577924728,1
none,0.0,17,0.07417583465576172,0.09534157812595367,0
none,0.0,1,0.1232997328042984,0.09521147608757019,1
none,0.0,7,0.11999614536762238,0.1436406373977661,0
none,0.0,40,0.17324434220790863,0.11012929677963257,1
raw_addition,1.0,34,0.20532816648483276,0.08777903765439987,1
raw_addition,1.0,6,0.21901780366897583,0.061763864010572433,1
raw_addition,1.0,8,0.22940558195114136,0.09294996410608292,1
raw_addition,1.0,14,0.15359753370285034,0.09910674393177032,1
raw_addition,1.0,15,0.11268351227045059,0.05374700203537941,1
raw_addition,1.0,17,0.1987503468990326,0.09701788425445557,1
raw_addition,1.0,1,0.11595834046602249,0.1411663293838501,0
raw_addition,1.0,7,0.20008128881454468,0.1479705423116684,1
raw_addition,1.0,40,0.16306696832180023,0.06157636269927025,1
pca_uncalibrated,1.0,34,0.19190503656864166,0.10532495379447937,1
pca_uncalibrated,1.0,6,0.15581008791923523,0.09395983070135117,1
pca_uncalibrated,1.0,8,0.15849106013774872,0.14012396335601807,1
pca_uncalibrated,1.0,14,0.13314710557460785,0.14270347356796265,0
pca_uncalibrated,1.0,15,0.13976258039474487,0.04937319457530975,1
pca_uncalibrated,1.0,17,0.10612223297357559,0.07941977679729462,1
pca_uncalibrated,1.0,1,0.07808631658554077,0.11103326082229614,0
pca_uncalibrated,1.0,7,0.15698859095573425,0.12210236489772797,1
pca_uncalibrated,1.0,40,0.1335696578025818,0.08815284073352814,1
pca_k_calibrated,1.0,34,0.1204148530960083,0.18457484245300293,0
pca_k_calibrated,1.0,6,0.08357952535152435,0.158360093832016,0
pca_k_calibrated,1.0,8,0.10442163050174713,0.16798441112041473,0
pca_k_calibrated,1.0,14,0.18224766850471497,0.06769490242004395,1
pca_k_calibrated,1.0,15,0.14702682197093964,0.061762429773807526,1
pca_k_calibrated,1.0,17,0.027289599180221558,0.07878629863262177,0
pca_k_calibrated,1.0,1,0.10882802307605743,0.060880616307258606,1
pca_k_calibrated,1.0,7,0.08610405027866364,0.08227718621492386,1
pca_k_calibrated,1.0,40,0.09693951904773712,0.07446441054344177,1
