method,alpha,pair_idx,cos_pos,cos_neg,correct
none,0.0,5,0.3904283940792084,0.38336181640625,1
none,0.0,34,0.08438989520072937,0.04978340119123459,1
none,0.0,6,0.17095765471458435,0.10609886795282364,1
none,0.0,8,0.24293586611747742,0.08849822729825974,1
none,0.0,14,0.1662868708372116,0.061470162123441696,1
none,0.0,15,0.24235709011554718,0.2244960367679596,1
none,0.0,17,0.07490719854831696,0.1416739672422409,0
none,0.0,47,0.14984679222106934,0.05518404021859169,1
none,0.0,1,0.5382159352302551,0.2929430902004242,1
none,0.0,7,-0.10256248712539673,0.2044571191072464,0
none,0.0,40,0.44474294781684875,0.09006044268608093,1
raw_addition,1.0,5,-0.017271362245082855,0.14498768746852875,0
raw_addition,1.0,34,0.09826339781284332,-0.0014407637063413858,1
raw_addition,1.0,6,0.04666590690612793,0.1502634733915329,0
raw_addition,1.0,8,0.11089476197957993,0.09188275784254074,1
raw_addition,1.0,14,0.054549120366573334,0.13302524387836456,0
raw_addition,1.0,15,0.13852459192276,0.0991826206445694,1
raw_addition,1.0,17,-0.027120467275381088,0.10843689739704132,0
raw_addition,1.0,47,0.21664899587631226,0.019779730588197708,1
raw_addition,1.0,1,0.09733471274375916,0.15244072675704956,0
raw_addition,1.0,7,0.0008576139807701111,0.13681435585021973,0
raw_addition,1.0,40,0.10201088339090347,-0.0029757218435406685,1
pca_uncalibrated,1.0,5,-0.01614624634385109,0.093417227268219,0
pca_uncalibrated,1.0,34,0.16387054324150085,0.014076502993702888,1
pca_uncalibrated,1.0,6,0.04346898943185806,0.15653014183044434,0
pca_uncalibrated,1.0,8,0.11583974957466125,0.11424845457077026,1
pca_uncalibrated,1.0,14,0.05344654247164726,0.1336023360490799,0
pca_uncalibrated,1.0,15,0.15861956775188446,0.0822390615940094,1
pca_uncalibrated,1.0,17,0.022099141031503677,0.12137212604284286,0
pca_uncalibrated,1.0,47,0.1974545121192932,0.008279960602521896,1
pca_uncalibrated,1.0,1,0.09600259363651276,0.123528391122818,0
pca_uncalibrated,1.0,7,-0.028476249426603317,0.1696511209011078,0
pca_uncalibrated,1.0,40,0.11595030128955841,-0.018753409385681152,1
pca_k_calibrated,1.0,5,0.01515267975628376,0.11466527730226517,0
pca_k_calibrated,1.0,34,0.0922042727470398,-0.09310595691204071,1
pca_k_calibrated,1.0,6,0.09891360998153687,0.1232699602842331,0
pca_k_calibrated,1.0,8,0.10940799117088318,0.07278463989496231,1
pca_k_calibrated,1.0,14,0.3217008709907532,0.16394563019275665,1
pca_k_calibrated,1.0,15,0.16565093398094177,0.17934077978134155,0
pca_k_calibrated,1.0,17,0.09712964296340942,0.07299701124429703,1
pca_k_calibrated,1.0,47,0.2244858294725418,0.00441823061555624,1
pca_k_calibrated,1.0,1,0.10448431223630905,0.08937576413154602,1
pca_k_calibrated,1.0,7,0.11198609322309494,0.12896975874900818,0
pca_k_calibrated,1.0,40,0.08303558826446533,0.15378481149673462,0
