layer_idx,layer_name,component_idx,variance_explained_ratio,cumulative_var_explained
0,model.layers.0,0,0.13624705374240875,0.13624705374240875
0,model.layers.0,1,0.06714168190956116,0.2033887356519699
0,model.layers.0,2,0.062027376145124435,0.26541611179709435
0,model.layers.0,3,0.05727838724851608,0.32269449904561043
0,model.layers.0,4,0.04995601996779442,0.37265051901340485
1,model.layers.1,0,0.14366896450519562,0.14366896450519562
1,model.layers.1,1,0.07542374730110168,0.2190927118062973
1,model.layers.1,2,0.05911942943930626,0.27821214124560356
1,model.layers.1,3,0.05276287719607353,0.3309750184416771
1,model.layers.1,4,0.05143230780959129,0.3824073262512684
2,model.layers.2,0,0.1306094378232956,0.1306094378232956
2,model.layers.2,1,0.07867835462093353,0.20928779244422913
2,model.layers.2,2,0.06196996197104454,0.27125775441527367
2,model.layers.2,3,0.0544600710272789,0.32571782544255257
2,model.layers.2,4,0.05324792116880417,0.37896574661135674
3,model.layers.3,0,0.12927035987377167,0.12927035987377167
3,model.layers.3,1,0.10517366230487823,0.2344440221786499
3,model.layers.3,2,0.07373900711536407,0.308183029294014
3,model.layers.3,3,0.05687281861901283,0.3650558479130268
3,model.layers.3,4,0.04940309375524521,0.414458941668272
4,model.layers.4,0,0.12312481552362442,0.12312481552362442
4,model.layers.4,1,0.10378006100654602,0.22690487653017044
4,model.layers.4,2,0.07185321301221848,0.2987580895423889
4,model.layers.4,3,0.0676855817437172,0.3664436712861061
4,model.layers.4,4,0.05088439956307411,0.4173280708491802
5,model.layers.5,0,0.11068490892648697,0.11068490892648697
5,model.layers.5,1,0.09699638932943344,0.2076812982559204
5,model.layers.5,2,0.08696755766868591,0.2946488559246063
5,model.layers.5,3,0.07899156212806702,0.37364041805267334
5,model.layers.5,4,0.05817050486803055,0.4318109229207039
6,model.layers.6,0,0.10909721255302429,0.10909721255302429
6,model.layers.6,1,0.10029546916484833,0.20939268171787262
6,model.layers.6,2,0.084644615650177,0.2940372973680496
6,model.layers.6,3,0.07187208533287048,0.3659093827009201
