method,alpha,pair_idx,cos_pos,cos_neg,correct
none,0.0,34,0.39478689432144165,0.33620864152908325,1
none,0.0,6,0.4066130518913269,0.430391788482666,0
none,0.0,8,0.1350666880607605,0.12907013297080994,1
none,0.0,14,0.14167144894599915,0.16412904858589172,0
none,0.0,15,0.2966153621673584,0.35362696647644043,0
none,0.0,17,0.29350244998931885,0.22290191054344177,1
none,0.0,1,0.1498393416404724,0.22218024730682373,0
none,0.0,7,0.3782787322998047,0.331750750541687,1
none,0.0,40,0.33122527599334717,0.30198177695274353,1
raw_addition,1.0,34,0.29995912313461304,0.284574955701828,1
raw_addition,1.0,6,0.26527562737464905,0.30947014689445496,0
raw_addition,1.0,8,0.26156020164489746,0.26364630460739136,0
raw_addition,1.0,14,0.2629319429397583,0.297002375125885,0
raw_addition,1.0,15,0.23083095252513885,0.28769147396087646,0
raw_addition,1.0,17,0.2975097596645355,0.3154892921447754,0
raw_addition,1.0,1,0.25684207677841187,0.2534744143486023,1
raw_addition,1.0,7,0.31082063913345337,0.35116061568260193,0
raw_addition,1.0,40,0.28793084621429443,0.29186779260635376,0
pca_uncalibrated,1.0,34,0.35315006971359253,0.3468252420425415,1
pca_uncalibrated,1.0,6,0.30905985832214355,0.3357832431793213,0
pca_uncalibrated,1.0,8,0.41648200154304504,0.40572792291641235,1
pca_uncalibrated,1.0,14,0.32377928495407104,0.37700507044792175,0
pca_uncalibrated,1.0,15,0.27756524085998535,0.3405744135379791,0
pca_uncalibrated,1.0,17,0.373814195394516,0.38121485710144043,0
pca_uncalibrated,1.0,1,0.251556932926178,0.281301885843277,0
pca_uncalibrated,1.0,7,0.32103943824768066,0.37744325399398804,0
pca_uncalibrated,1.0,40,0.36971205472946167,0.37225598096847534,0
pca_k_calibrated,1.0,34,0.3892113268375397,0.31441178917884827,1
pca_k_calibrated,1.0,6,0.46334022283554077,0.36540767550468445,1
pca_k_calibrated,1.0,8,0.21714134514331818,0.18497484922409058,1
pca_k_calibrated,1.0,14,0.1953994333744049,0.258466511964798,0
pca_k_calibrated,1.0,15,0.272968053817749,0.23578599095344543,1
pca_k_calibrated,1.0,17,0.37926560640335083,0.28789758682250977,1
pca_k_calibrated,1.0,1,0.1356818526983261,0.2085174322128296,0
pca_k_calibrated,1.0,7,0.2616357207298279,0.2947254478931427,0
pca_k_calibrated,1.0,40,0.38558945059776306,0.2904582917690277,1
