layer_idx,layer_name,raw_pc1_alignment,raw_pc1_ratio,raw_mean_dir_alignment,raw_mean_dir_ratio,random_baseline,behavioral_pc1_alignment,behavioral_pc1_ratio,contrastive_mean_alignment,contrastive_mean_ratio
0,model.layers.0,0.2294996976852417,7.806153351192225,0.6582928895950317,22.391032746483326,0.029399843886494637,0.07548515498638153,2.567535824689233,0.07853400707244873,2.671238823730148
1,model.layers.1,0.2966606616973877,9.506879967912118,0.2787231206893921,8.932047941627262,0.031204838305711746,0.5982838273048401,19.17278988183509,0.5942458510398865,19.04338763670914
2,model.layers.2,0.15668807923793793,5.25062716528715,0.41926780343055725,14.04968986108894,0.02984178252518177,0.5456740260124207,18.28557014871305,0.5500186681747437,18.431159374593495
3,model.layers.3,0.27575767040252686,9.231010733191988,0.34163278341293335,11.436185567899779,0.029872965067625046,0.6571993827819824,21.99980347764078,0.6609899401664734,22.126692698346552
4,model.layers.4,0.2692233920097351,8.981249508925616,0.3720335364341736,12.41097956407317,0.02997616119682789,0.661210834980011,22.057888219259137,0.6516202688217163,21.73794845861461
5,model.layers.5,0.22059613466262817,7.352046787054887,0.25899022817611694,8.631648409673668,0.030004722997546196,0.40377891063690186,13.457177965373823,0.40189677476882935,13.394449980666268
6,model.layers.6,0.10374028235673904,3.6298663878288573,0.28647854924201965,10.02386761539434,0.02857964113354683,0.5830904841423035,20.402301799919005,0.5446529984474182,19.057376432579737
7,model.layers.7,0.117881640791893,4.0951751556202245,0.29553934931755066,10.266954147423393,0.028785493224859238,0.5320267677307129,18.482460769120756,0.5085417628288269,17.666598282326824
8,model.layers.8,0.10687699913978577,3.754039020114937,0.5001358985900879,17.56720055558252,0.028469868004322052,0.7852198481559753,27.58073274017418,0.7147039175033569,25.103870951947712
9,model.layers.9,0.09066353738307953,3.1149133652180305,0.32415494322776794,11.136942085055999,0.029106277972459793,0.598029375076294,20.546404287615953,0.532865583896637,18.30758182455516
10,model.layers.10,0.08040463179349899,2.778698165998449,0.38570836186408997,13.329668873736068,0.028936078771948814,0.6427417397499084,22.21246778469952,0.5580955743789673,19.28718675015528
11,model.layers.11,0.10973381251096725,3.6402046500193097,0.3945588767528534,13.088719192350903,0.030144955962896347,0.6745305061340332,22.37623052387413,0.5534620881080627,18.36002250025723
12,model.layers.12,0.06610593944787979,2.220951821198931,0.22590042650699615,7.58954441689611,0.0297646876424551,0.3966258764266968,13.325383013110585,0.3128187954425812,10.50972846382776
13,model.layers.13,0.09486231207847595,3.302500687814367,0.2733135521411896,9.51503472937245,0.028724387288093567,0.38576504588127136,13.429878541266389,0.2690573036670685,9.36685930326998
14,model.layers.14,0.1723955124616623,5.909595767048195,0.46819785237312317,16.049489960712087,0.029172131791710854,0.6438433527946472,22.07049300754564,0.48082974553108215,16.48250228957233
15,model.layers.15,0.060309022665023804,2.0756657740391646,0.29955190420150757,10.309728256629882,0.029055265709757805,0.3936484754085541,13.548265770224464,0.25978660583496094,8.941119296203714
16,model.layers.16,0.07365977019071579,2.541937054117013,0.17062394320964813,5.8880895560929645,0.028977809473872185,0.28933361172676086,9.98466091796819,0.17844268679618835,6.1579078570163555
17,model.layers.17,0.13306237757205963,4.50282379900849,0.2656484842300415,8.989530615547434,0.02955087274312973,0.35811421275138855,12.118565964048571,0.22939813137054443,7.76282059761015
18,model.layers.18,0.22148551046848297,7.656571235123929,0.3096200227737427,10.703308560336684,0.028927505016326904,0.54237300157547,18.7493868731494,0.28532353043556213,9.863398879755598
19,model.layers.19,0.22155791521072388,7.5474291067782735,0.3950046896934509,13.455939452539006,0.02935541421175003,0.5835182070732117,19.87770238860897,0.2752872109413147,9.37773180708158
20,model.layers.20,0.17884325981140137,6.036745477650033,0.42343848943710327,14.292908711617187,0.029625773429870605,0.5879179239273071,19.84481200040903,0.22307321429252625,7.529700694257954
21,model.layers.21,0.13881970942020416,4.719023882407599,0.4785207509994507,16.26678849585152,0.029417037963867188,0.5798662304878235,19.71191700157417,0.18252459168434143,6.204723456651621
22,model.layers.22,0.085393026471138,2.883032439497471,0.42674678564071655,14.407790393391162,0.029619168490171432,0.4555765986442566,15.381140203658687,0.087822824716568,2.9650670909496757
23,model.layers.23,0.028489649295806885,1.018797468885567,0.10622012615203857,3.798460084390365,0.027963995933532715,0.061419155448675156,2.19636540494056,0.019098959863185883,0.6829839063629555
24,model.layers.24,0.019076403230428696,0.6592545116829803,0.03810137137770653,1.3167314969519714,0.028936324641108513,0.027245067059993744,0.9415524070992596,0.020461924374103546,0.7071362351906293
25,model.layers.25,0.020925892516970634,0.722748837614478,0.06040995568037033,2.0864689624550583,0.028953200206160545,0.03140773996710777,1.0847760751382807,0.016005320474505424,0.5527996838947079
26,model.layers.26,0.022754810750484467,0.78573029665724,0.025468969717621803,0.879451002744779,0.028960077092051506,0.015578953549265862,0.5379458404686319,0.020916707813739777,0.7222600625334866
27,model.layers.27,0.009855037555098534,0.3465374025332405,0.021274209022521973,0.7480751944775601,0.028438596054911613,0.0117530208081007,0.41327709610312313,0.0257633738219738,0.9059298450000094
28,model.layers.28,0.02678065560758114,0.9161759564594107,0.03214089944958687,1.0995518454131923,0.029230907559394836,0.02996056340634823,1.0249617573627858,0.02148330584168434,0.7349516966957085
29,model.layers.29,0.2712121903896332,9.238806701894534,0.3858485221862793,13.143877889741637,0.029355758801102638,0.09996774047613144,3.4053876020738025,0.05676397681236267,1.9336572174238376
30,model.layers.30,0.1897006779909134,6.392988716990952,0.2540966868400574,8.563159969681712,0.02967323735356331,0.8613029718399048,29.026254619643673,0.18749313056468964,6.318593485842928
31,model.layers.31,0.27158084511756897,9.096701504381592,0.22206032276153564,7.437993173833176,0.029854869470000267,0.38525861501693726,12.904380724212661,0.2197846919298172,7.361770072011143
