layer_idx,layer_name,component_idx,variance_explained_ratio,cumulative_var_explained
0,model.layers.0,0,0.5133862495422363,0.5133862495422363
0,model.layers.0,1,0.05546468496322632,0.5688509345054626
0,model.layers.0,2,0.04611656814813614,0.6149675026535988
0,model.layers.0,3,0.029507683590054512,0.6444751862436533
0,model.layers.0,4,0.024027518928050995,0.6685027051717043
1,model.layers.1,0,0.4065774083137512,0.4065774083137512
1,model.layers.1,1,0.11259424686431885,0.5191716551780701
1,model.layers.1,2,0.05258171260356903,0.5717533677816391
1,model.layers.1,3,0.03268401697278023,0.6044373847544193
1,model.layers.1,4,0.026692846789956093,0.6311302315443754
2,model.layers.2,0,0.34037724137306213,0.34037724137306213
2,model.layers.2,1,0.08114256709814072,0.42151980847120285
2,model.layers.2,2,0.05658094212412834,0.4781007505953312
2,model.layers.2,3,0.04337625950574875,0.5214770101010799
2,model.layers.2,4,0.03258609026670456,0.5540631003677845
3,model.layers.3,0,0.3349498510360718,0.3349498510360718
3,model.layers.3,1,0.11240039765834808,0.44735024869441986
3,model.layers.3,2,0.0645696371793747,0.5119198858737946
3,model.layers.3,3,0.04465441405773163,0.5565742999315262
3,model.layers.3,4,0.04137738049030304,0.5979516804218292
4,model.layers.4,0,0.2663961350917816,0.2663961350917816
4,model.layers.4,1,0.1155400350689888,0.3819361701607704
4,model.layers.4,2,0.05808302387595177,0.4400191940367222
4,model.layers.4,3,0.0487731397151947,0.4887923337519169
4,model.layers.4,4,0.03291467949748039,0.5217070132493973
5,model.layers.5,0,0.26944324374198914,0.26944324374198914
5,model.layers.5,1,0.10263883322477341,0.37208207696676254
5,model.layers.5,2,0.058224547654390335,0.4303066246211529
5,model.layers.5,3,0.04955030605196953,0.4798569306731224
5,model.layers.5,4,0.03307223320007324,0.5129291638731956
6,model.layers.6,0,0.2472667545080185,0.2472667545080185
6,model.layers.6,1,0.11002445220947266,0.35729120671749115
6,model.layers.6,2,0.05442963168025017,0.4117208383977413
6,model.layers.6,3,0.04499279335141182,0.45671363174915314
6,model.layers.6,4,0.03135853633284569,0.4880721680819988
7,model.layers.7,0,0.18768543004989624,0.18768543004989624
7,model.layers.7,1,0.11811351776123047,0.3057989478111267
7,model.layers.7,2,0.054792117327451706,0.3605910651385784
7,model.layers.7,3,0.04419109597802162,0.40478216111660004
7,model.layers.7,4,0.03297460824251175,0.4377567693591118
8,model.layers.8,0,0.16018901765346527,0.16018901765346527
8,model.layers.8,1,0.11347224563360214,0.2736612632870674
8,model.layers.8,2,0.05079770088195801,0.3244589641690254
8,model.layers.8,3,0.04392099753022194,0.36837996169924736
8,model.layers.8,4,0.03493081405758858,0.40331077575683594
9,model.layers.9,0,0.14616386592388153,0.14616386592388153
9,model.layers.9,1,0.09712442755699158,0.2432882934808731
9,model.layers.9,2,0.051665257662534714,0.2949535511434078
9,model.layers.9,3,0.03865530714392662,0.33360885828733444
9,model.layers.9,4,0.032704100012779236,0.3663129583001137
10,model.layers.10,0,0.12981753051280975,0.12981753051280975
10,model.layers.10,1,0.08519550412893295,0.2150130346417427
10,model.layers.10,2,0.05636034905910492,0.2713733837008476
10,model.layers.10,3,0.04690304026007652,0.31827642396092415
10,model.layers.10,4,0.035919636487960815,0.35419606044888496
11,model.layers.11,0,0.12092356383800507,0.12092356383800507
11,model.layers.11,1,0.08013325184583664,0.2010568156838417
11,model.layers.11,2,0.05815558880567551,0.2592124044895172
11,model.layers.11,3,0.046826474368572235,0.30603887885808945
11,model.layers.11,4,0.036099471151828766,0.3421383500099182
12,model.layers.12,0,0.11538951843976974,0.11538951843976974
12,model.layers.12,1,0.07381103187799454,0.18920055031776428
12,model.layers.12,2,0.05668181553483009,0.24588236585259438
12,model.layers.12,3,0.04808714985847473,0.2939695157110691
12,model.layers.12,4,0.037507522851228714,0.3314770385622978
13,model.layers.13,0,0.11061106622219086,0.11061106622219086
13,model.layers.13,1,0.06685386598110199,0.17746493220329285
13,model.layers.13,2,0.05891450494527817,0.23637943714857101
13,model.layers.13,3,0.048792965710163116,0.28517240285873413
13,model.layers.13,4,0.03362366557121277,0.3187960684299469
14,model.layers.14,0,0.1188129261136055,0.1188129261136055
14,model.layers.14,1,0.068112313747406,0.1869252398610115
14,model.layers.14,2,0.055121492594480515,0.24204673245549202
14,model.layers.14,3,0.04618515074253082,0.28823188319802284
14,model.layers.14,4,0.0336339995265007,0.32186588272452354
15,model.layers.15,0,0.11650975793600082,0.11650975793600082
15,model.layers.15,1,0.07192526012659073,0.18843501806259155
15,model.layers.15,2,0.055746566504240036,0.2441815845668316
15,model.layers.15,3,0.04533676430583,0.2895183488726616
15,model.layers.15,4,0.03299509733915329,0.3225134462118149
16,model.layers.16,0,0.11665163189172745,0.11665163189172745
16,model.layers.16,1,0.07539757341146469,0.19204920530319214
16,model.layers.16,2,0.05305394530296326,0.2451031506061554
16,model.layers.16,3,0.04278845712542534,0.28789160773158073
16,model.layers.16,4,0.03314200043678284,0.32103360816836357
17,model.layers.17,0,0.12513354420661926,0.12513354420661926
17,model.layers.17,1,0.07407765835523605,0.19921120256185532
17,model.layers.17,2,0.05688301473855972,0.25609421730041504
17,model.layers.17,3,0.04301590472459793,0.29911012202501297
17,model.layers.17,4,0.03270856291055679,0.33181868493556976
18,model.layers.18,0,0.1237797811627388,0.1237797811627388
18,model.layers.18,1,0.07624440640211105,0.20002418756484985
18,model.layers.18,2,0.058974117040634155,0.258998304605484
18,model.layers.18,3,0.04471561685204506,0.30371392145752907
18,model.layers.18,4,0.03433773294091225,0.3380516543984413
19,model.layers.19,0,0.1251353919506073,0.1251353919506073
19,model.layers.19,1,0.07700163125991821,0.2021370232105255
19,model.layers.19,2,0.06246374547481537,0.2646007686853409
19,model.layers.19,3,0.045235443860292435,0.3098362125456333
19,model.layers.19,4,0.03677515313029289,0.3466113656759262
20,model.layers.20,0,0.12503670156002045,0.12503670156002045
20,model.layers.20,1,0.0806037113070488,0.20564041286706924
20,model.layers.20,2,0.06664762645959854,0.2722880393266678
20,model.layers.20,3,0.044999707490205765,0.31728774681687355
20,model.layers.20,4,0.04090225696563721,0.35819000378251076
21,model.layers.21,0,0.12936019897460938,0.12936019897460938
21,model.layers.21,1,0.09339740127325058,0.22275760024785995
21,model.layers.21,2,0.0606769323348999,0.28343453258275986
21,model.layers.21,3,0.044797055423259735,0.3282315880060196
21,model.layers.21,4,0.04162227362394333,0.3698538616299629
22,model.layers.22,0,0.11982332170009613,0.11982332170009613
22,model.layers.22,1,0.09051626920700073,0.21033959090709686
22,model.layers.22,2,0.06168792396783829,0.27202751487493515
22,model.layers.22,3,0.04979943111538887,0.321826945990324
22,model.layers.22,4,0.044747497886419296,0.3665744438767433
23,model.layers.23,0,0.1141149178147316,0.1141149178147316
23,model.layers.23,1,0.09689942002296448,0.21101433783769608
23,model.layers.23,2,0.0602913461625576,0.2713056840002537
23,model.layers.23,3,0.054357144981622696,0.3256628289818764
23,model.layers.23,4,0.042524028569459915,0.3681868575513363
24,model.layers.24,0,0.10953598469495773,0.10953598469495773
24,model.layers.24,1,0.0907631516456604,0.20029913634061813
24,model.layers.24,2,0.06188921630382538,0.2621883526444435
24,model.layers.24,3,0.05134326219558716,0.31353161484003067
24,model.layers.24,4,0.04137730225920677,0.35490891709923744
25,model.layers.25,0,0.10512010753154755,0.10512010753154755
25,model.layers.25,1,0.08480369299650192,0.18992380052804947
25,model.layers.25,2,0.0635981634259224,0.25352196395397186
25,model.layers.25,3,0.05000269040465355,0.3035246543586254
25,model.layers.25,4,0.04288804531097412,0.34641269966959953
26,model.layers.26,0,0.1034269705414772,0.1034269705414772
26,model.layers.26,1,0.07902991026639938,0.1824568808078766
26,model.layers.26,2,0.060140080749988556,0.24259696155786514
26,model.layers.26,3,0.05116930231451988,0.293766263872385
26,model.layers.26,4,0.04037325084209442,0.33413951471447945
