method,alpha,pair_idx,cos_pos,cos_neg,correct
none,0.0,5,0.5229052305221558,0.6138063669204712,0
none,0.0,34,0.6098020672798157,0.682252824306488,0
none,0.0,6,0.5385276675224304,0.6138638257980347,0
none,0.0,8,0.5831162929534912,0.5971165299415588,0
none,0.0,14,0.6914899945259094,0.7300171256065369,0
none,0.0,15,0.6588712334632874,0.745774507522583,0
none,0.0,17,0.6634712219238281,0.6386396884918213,1
none,0.0,47,0.7669978141784668,0.7570685744285583,1
none,0.0,1,0.7195006608963013,0.7146392464637756,1
none,0.0,7,0.5840256214141846,0.6450291275978088,0
none,0.0,40,0.6809203624725342,0.6555976867675781,1
raw_addition,1.0,5,0.43454334139823914,0.48281776905059814,0
raw_addition,1.0,34,0.5937670469284058,0.5234367847442627,1
raw_addition,1.0,6,0.45238566398620605,0.4623144865036011,0
raw_addition,1.0,8,0.5624377727508545,0.5598814487457275,1
raw_addition,1.0,14,0.35086703300476074,0.4510715901851654,0
raw_addition,1.0,15,0.5573014616966248,0.5928187370300293,0
raw_addition,1.0,17,0.4018569886684418,0.5127457976341248,0
raw_addition,1.0,47,0.3967333436012268,0.3641034662723541,1
raw_addition,1.0,1,0.6008489727973938,0.6091710329055786,0
raw_addition,1.0,7,0.3793262243270874,0.40005728602409363,0
raw_addition,1.0,40,0.4280893802642822,0.3892544209957123,1
pca_uncalibrated,1.0,5,0.37028732895851135,0.448215514421463,0
pca_uncalibrated,1.0,34,0.5467101335525513,0.4845389723777771,1
pca_uncalibrated,1.0,6,0.5180666446685791,0.5192404985427856,0
pca_uncalibrated,1.0,8,0.591766357421875,0.5515961050987244,1
pca_uncalibrated,1.0,14,0.3550471365451813,0.462956041097641,0
pca_uncalibrated,1.0,15,0.5254340171813965,0.539391279220581,0
pca_uncalibrated,1.0,17,0.5474699139595032,0.5745849013328552,0
pca_uncalibrated,1.0,47,0.4243931472301483,0.37619587779045105,1
pca_uncalibrated,1.0,1,0.46302399039268494,0.4596424102783203,1
pca_uncalibrated,1.0,7,0.4389442801475525,0.4873250126838684,0
pca_uncalibrated,1.0,40,0.43173733353614807,0.39254558086395264,1
pca_k_calibrated,1.0,5,0.4487559199333191,0.5055499076843262,0
pca_k_calibrated,1.0,34,0.4704263508319855,0.4694840908050537,1
pca_k_calibrated,1.0,6,0.48083171248435974,0.5066008567810059,0
pca_k_calibrated,1.0,8,0.510475218296051,0.5145708918571472,0
pca_k_calibrated,1.0,14,0.3659045100212097,0.47947338223457336,0
pca_k_calibrated,1.0,15,0.43234291672706604,0.4693278670310974,0
pca_k_calibrated,1.0,17,0.46808406710624695,0.5833843946456909,0
pca_k_calibrated,1.0,47,0.5166577696800232,0.43557536602020264,1
pca_k_calibrated,1.0,1,0.514448344707489,0.4899217486381531,1
pca_k_calibrated,1.0,7,0.4411948025226593,0.45518961548805237,0
pca_k_calibrated,1.0,40,0.4830707907676697,0.4060690104961395,1
