method,alpha,accuracy,mean_cosine_shift,kl_divergence
none,0.0,0.3333333333333333,-0.019873163766331144,
raw_addition,1.0,0.4444444444444444,0.0008642603125837115,
pca_uncalibrated,1.0,0.6666666666666666,0.020468672116597492,
pca_k_calibrated,1.0,0.4444444444444444,-0.0008777926365534464,
