layer_idx,layer_name,raw_pc1_alignment,raw_pc1_ratio,raw_mean_dir_alignment,raw_mean_dir_ratio,random_baseline,behavioral_pc1_alignment,behavioral_pc1_ratio,contrastive_mean_alignment,contrastive_mean_ratio
0,model.layers.0,0.3085751533508301,9.579492276677218,0.19483552873134613,6.04852795967745,0.03221205621957779,0.13139620423316956,4.0791000505646,0.12405142933130264,3.851086830179442
1,model.layers.1,0.18424543738365173,5.986558797705692,0.13008162379264832,4.226651690235122,0.03077651746571064,0.0645609125494957,2.0977328095582224,0.0688038319349289,2.235595036897563
2,model.layers.2,0.14278165996074677,4.526700457962017,0.6649570465087891,21.081568653732738,0.0315421037375927,0.06408665329217911,2.031781132721907,0.09545731544494629,3.026345776196025
3,model.layers.3,0.15063491463661194,4.842370004824461,0.44563859701156616,14.325675958768544,0.03110768273472786,0.05354563146829605,1.7212992109894385,0.12887954711914062,4.143013289519291
4,model.layers.4,0.19176781177520752,6.140413116307566,0.4191027581691742,13.419687326668356,0.031230440363287926,0.05743207037448883,1.8389772243821536,0.05751192197203636,1.8415340757765561
5,model.layers.5,0.3168674409389496,10.078932928311136,0.5105307102203369,16.238982367220306,0.031438589096069336,0.08703926205635071,2.768548519204522,0.11631910502910614,3.699882999640278
6,model.layers.6,0.2176549732685089,6.923679845491206,0.2530174255371094,8.048571661113586,0.031436312943696976,0.184903085231781,5.881830979387274,0.10429647564888,3.3177068989601306
7,model.layers.7,0.2832907736301422,8.921310408254616,0.23418842256069183,7.3749934913557365,0.03175438940525055,0.17131157219409943,5.394894060563457,0.08545522391796112,2.6911309846411413
8,model.layers.8,0.3012418746948242,9.541562440186038,0.3956637978553772,12.532290991691577,0.03157154470682144,0.36530694365501404,11.570765240552817,0.183579221367836,5.81470489511609
9,model.layers.9,0.1669166386127472,5.289269400332818,0.2571057677268982,8.147190604778364,0.031557597219944,0.13814693689346313,4.377612514445286,0.11362122744321823,3.6004396358469086
10,model.layers.10,0.30815863609313965,9.901523213151115,0.2899654507637024,9.31695336580101,0.031122345477342606,0.44028356671333313,14.146862834840046,0.20460747182369232,6.574294517691611
11,model.layers.11,0.26424670219421387,8.532506750136172,0.31594353914260864,10.201793846474914,0.0309694092720747,0.10005354881286621,3.2307217972143656,0.10454245656728745,3.3756683013610367
12,model.layers.12,0.19242432713508606,6.135940919465684,0.24460284411907196,7.7997861423948605,0.0313601978123188,0.13720369338989258,4.375090037248001,0.12150315940380096,3.8744384284984994
13,model.layers.13,0.17072653770446777,5.571694588045304,0.2240648865699768,7.312402234935352,0.030641760677099228,0.15214012563228607,4.9651233253338445,0.1280239075422287,4.178085741000658
14,model.layers.14,0.2078014314174652,6.699338734796592,0.21692600846290588,6.993507220654379,0.031018199399113655,0.13125184178352356,4.231446057304926,0.12918083369731903,4.164678544697596
15,model.layers.15,0.17997413873672485,5.614579212874525,0.13758406043052673,4.2921533679131825,0.03205478563904762,0.10783100128173828,3.3639594141108295,0.08968710899353027,2.797931865947212
16,model.layers.16,0.059821631759405136,1.9323650695519452,0.043551404029130936,1.406802345584719,0.030957726761698723,0.05746619775891304,1.8562795758547537,0.09464874118566513,3.057354270773248
17,model.layers.17,0.17613747715950012,5.827183124073966,0.1920141875743866,6.352434765504359,0.03022686392068863,0.15070343017578125,4.985744653678358,0.12459301948547363,4.121929939224248
18,model.layers.18,0.1805875599384308,5.684551946601338,0.17978045344352722,5.659145773561052,0.03176812455058098,0.18319669365882874,5.766682499637704,0.11615646630525589,3.656384010454517
19,model.layers.19,0.25544777512550354,8.053850220359447,0.24806158244609833,7.820975655257369,0.03171747177839279,0.23546312749385834,7.423766992377312,0.14826907217502594,4.674681151646885
20,model.layers.20,0.24554187059402466,7.788176737229504,0.2971162497997284,9.424029634314543,0.03152751550078392,0.31655004620552063,10.040437095565384,0.21740663051605225,6.895774061704052
21,model.layers.21,0.2424536645412445,7.703426998435369,0.22857584059238434,7.2624899480943705,0.03147348016500473,0.22325903177261353,7.093560149960615,0.12902022898197174,4.099331380140718
22,model.layers.22,0.13597805798053741,4.246214563306187,0.17194905877113342,5.369488344989324,0.0320233590900898,0.15778876841068268,4.927302068452,0.165964275598526,5.182600299644591
23,model.layers.23,0.12999993562698364,4.254714383282461,0.1064169704914093,3.482877224449668,0.030554326251149178,0.10653097182512283,3.486608327176181,0.09140031784772873,2.991403381145991
24,model.layers.24,0.11255136877298355,3.4376617352770102,0.1455785483121872,4.44641242897179,0.032740674912929535,0.15146593749523163,4.626231232917724,0.13346906006336212,4.076551761433068
25,model.layers.25,0.1269603818655014,3.9907599472239976,0.1274651736021042,4.00662712259417,0.03181358426809311,0.13602466881275177,4.275678697212897,0.09285230189561844,2.9186368374753116
26,model.layers.26,0.08419996500015259,2.613246368529481,0.11271920800209045,3.498375099971221,0.032220445573329926,0.05594396963715553,1.736287841629807,0.042551953345537186,1.3206506386773371
27,model.layers.27,0.10875577479600906,3.599655573433239,0.13867394626140594,4.589902876294615,0.030212827026844025,0.11976423859596252,3.964019471780407,0.04804689809679985,1.5902813882272224
28,model.layers.28,0.06850958615541458,2.2055488801090255,0.11425480991601944,3.678238071467757,0.031062373891472816,0.07056276500225067,2.271647459306836,0.04233166575431824,1.362795533252644
29,model.layers.29,0.20721155405044556,6.603674216803496,0.2509362995624542,7.997148513626015,0.03137822076678276,0.22118854522705078,7.0491102673384365,0.1245097890496254,3.9680320311023
30,model.layers.30,0.21433790028095245,6.828141901521122,0.2587340772151947,8.242466645743619,0.031390368938446045,0.2500659227371216,7.966326081135089,0.10860027372837067,3.4596684888176514
31,model.layers.31,0.2785569727420807,9.058002328929927,0.3002360761165619,9.762954593890763,0.030752582475543022,0.2825039029121399,9.186346998677694,0.11783215403556824,3.831618053464615
32,model.layers.32,0.1621510088443756,5.202583729323429,0.2798699140548706,8.979572014790588,0.031167399138212204,0.13244232535362244,4.24938637057648,0.07640330493450165,2.4513852485510594
